translation;model
"Sport is een geregelde conflict.
";j2
"Je werkt met strenge regels, en je stelt je aan de beslissing van een scheidsrechter, zelfs als je denkt dat de tegenstander verkeerd is.
";j2
 Als je dit gedrag kunt introduceren bij een groot deel van de bevolking, dan breek je door naar een automatische wapenherbruik, die nog steeds bestaat in veel groepen in ontwikkelingslanden.;j2
"""Sport, zoals geen andere activiteit, stimuleert sociale integratie, ook van verschillende culturen.""
";j2
"Sport overstijgt vooroordelen op basis van oorsprong, kleur, religie en zo en cre?∏ert de platform voor samenwerken naar een doel.
";j2
 Dit helpt dus echt bij het bevorderen van gemeenschappen.;j2
"Bovendien, sporten vereisen materi?∏le structuren.
";j2
"
";j2
" ""En als derde, kan sport ook echt bijdragen aan het vermijden van risicovolle gedragingen op het gebied van gezondheid.";j2
"Als je deelneemt aan een competitie, houd je bijvoorbeeld rekening met minimaal hygi?∏ne en respect voor anderen.
";j2
"Je zorgt voor je lichaam.
";j2
 De trainer zal zijn team aanmoedigen en motiveren om dit doel te bereiken, en helpt zo een discipline- en eerlijke houding te bevorderen.;j2
 Als ze dat op een sportveld kunnen doen, dan kunnen ze dat ook in hun priv?ˆleven, waardoor bijvoorbeeld risicovolle seksuele gedragingen kunnen worden verminderd.;j2
"Door dit te doen, cre?∏er je ook het idee van de bereidheid om te luisteren.
";j2
" ""Als dit aanwezig is in de sport, dan kan dat waarschijnlijk uitgebreid worden naar andere sociale sferen.""";j2
"Uitleggen van twijfels
";j2
" Vanden Auweele vindt het ook heel belangrijk dat ethische vragen worden gesteld over de relatie tussen sport en ontwikkelingssamenwerking: ""We moeten er dus voor zorgen dat ook de negatieve aspecten van sport naar ontwikkelingslanden worden overgebracht, bijvoorbeeld financi?∏le afwijkingen, of de vraag van hooliganisme, enzovoorts.""";j2
" ""Het is ook duidelijk dat dit veld moet worden ge?∏valueerd: heeft de coupure werkelijk een positieve consequentie?""";j2
"En hoe meten jullie dat?
";j2
"Kan je een verband aantonen tussen een dalende hiv-vertraging en een toegenomen sportparticipatie?
";j2
 Het lijkt erop dat een goed beschreven verband tussen deze twee zeker een van de meest arbeidsintensieve manieren is om twijfels over de betekenis van het koppelen van sport en ontwikkelingssteun te verwijderen.;j2
"
";j2
"Onderzoeksgroep voor Kreativiteit, Humor en Beeldspraak in de Taal
";j2
"
";j2
 Deze zijn slechts een paar van de honderden Dummheitsausdr?¶cken die professor Kurt Feyaerts, hoogleraar Duitse taalkunde, verzamelde toen hij zijn doctoraatsonderzoek deed.;j2
 Sinds 2003 heeft Feyaerts zijn studie van de humoristische en creatieve gebruik van taal voortgezet via een onderzoeksgroep binnen de Subfaculteit van Taalkunde: CHIL - Creativity, Humor and Imagery in Language.;j2
"Vanaf nu zal dit onderzoeksgroep ook samenwerken met andere wetenschapsgebieden in het nieuw opgerichte Centrum voor Humorstudies.
";j2
" Sinds dit academisch jaar gaat ook de onderzoeksactiviteit uit zich in het curriculum: het derde jaar van de bacheloropleiding in de taalkunde en literatuur biedt een keuzevak: ""Humor en creativiteit in de taal"".";j2
"Een hoogleraar Duitse taalkunde die humor bestudeert: is dit geen contradictio in terminis?
";j2
" ""Ik weet dat de Duitsers een slechte reputatie hebben voor geen humor, maar ik ben in een goede positie om dat clich?ˆ te ontkrachten.""";j2
 Ze hebben niet alleen een rijke traditie van politieke satire, ze zijn bijvoorbeeld ook zeer goed in het bedenken van neologismen waarmee ze humoristisch hun eigen sociale stereotypen aanduiden.;j2
 We vinden dat na de hype rondom de Mantafahrer in de jaren 90 een hele grappencultuur is ontstaan rond het stereotype van een Warmduscher: een man die te veel gaat met comfort en controle, wat tegengesteld is aan een machoman.;j2
 Er zijn websites met lange lijsten van varianten van dit, zoals Benzinpreisvergleicher, (een man die brandstofprijzen vergelijkt), Comicsockentr?ùger (een man die grappige sokken draagt), Frauenversteher (een man die vrouwen begrijpt), Acht-stundenschl?ùfer (een man die acht uur slaapt), Zahnarztterminverschieber (een man die zijn tandartsbezoek verplaatst), enz.;j2
" ""In mijn doctoraatsonderzoek zocht ik naar Duitse uitdrukkingen voor domheid en kwam tot de conclusie dat mensen zeer creatief zijn in het misbruik van elkaar (lacht).""";j2
"Op het internet en in allerlei woordenboeken heb ik honderden uitdrukkingen verzameld.
";j2
"Toen kwam het tijdstip om een lexicale semantische en cognitieve patroon te ontdekken in deze.
";j2
 In ons onderzoeksgroepje doen we eigenlijk hetzelfde, maar vanuit een bredere context.;j2
 We bestuderen wat lexicale semantische, maar ook wat morfologische en syntactische systemen verborgen liggen achter humor en andere vormen van creatieve taalgebruik, zoals uitdrukkingen en neologismen.;j2
"
";j2
 Daarom bevatten de bestaande corpora van gesprokentaalgebruik amper enige informatie die als 'gesprekshumor' geclassificeerd kan worden.;j2
 Dus, je kunt juist vragen hoe ver dit vertaalbare taalgebruik vertegenwoordigt voor 'het' gebruik van gesproken taal.;j2
"woordjes speelgoed
";j2
"
";j2
 De betere grappen van de komische figuur Blackadder vormen onderdeel van de onderzoeksmateriaal van Geert Br??ne van CHIL.;j2
" Hij werkt aan een proefschrift over de cognitieve constructie van verbale humor: ""Ik bestudeer bijvoorbeeld interactieve vormen van humor, waarbij mensen elkaar taalkundig proberen te overstijgen.";j2
 Een voorbeeld dat een klassieker is geworden is een dialoog tussen de Franse koning Karel de Schaduw en de Ierse filosoof Johannes Scotus.;j2
"Hij vroeg hem: 'Wat scheidt een Ier van een dwaas?'
";j2
"Scotus antwoordde: 'Alleen deze tafel.'
";j2
"
";j2
" ""De relevantie van deze uitspraken gaat verder dan het fenomeen van humor.";j2
"""Ze laten je op de hoogte brengen van de flexibiliteit en exploiterbaarheid van de betekenis en structuur van dagelijkse taal.""
";j2
"In voor een lachen
";j2
"Is een onderzoeksgroep die zich bezighoudt met humor serieus genomen?
";j2
" Zegt Feyaerts: ""Ja, er zullen altijd mensen zijn die onze onderzoeksresultaten trivial vinden, omdat het materiaal niet serieus is.";j2
 Maar anderen denken dat we een soort grapbak van de universiteit zijn, waar je kunt komen kloppen op zoek naar een goede grappigheid.;j2
"""Laat me duidelijk zijn: dat is niet wat we zijn.""
";j2
" ""Ook bij taalkundige conferenties zie je deelnemers zichzelf grappen maken als een lezing over humor op het programma staat: nu gaan we een lach te koop krijgen!""";j2
"""Helaas (lacht), dit illusie is geponst.""
";j2
"Maar eigenlijk hebben we geen reden om te klagen.
";j2
"
";j2
 In Leuven hebben we zeker vanaf het begin de nodige kredieten ontvangen.;j2
 Toen ik in 2003 rondreed met plannen om de groep op te richten, nam ik een kijkje bij de organisatieschema's van andere Belgische universiteiten.;j2
"Er leek geen onderzoeksgroep te bestaan die zich bezighield met humor.
";j2
"Ik was erg blij dat er ruimte voor een in Leuven leek te zijn.
";j2
 Dit academisch jaar gaan we een stapje verder;j2
"
";j2
"Nieuw interdisciplinair Centrum voor Humorstudies
";j2
"""Helaas is humorstudies niet beperkt tot taalkunde,"" zegt professor Feyaerts.
";j2
"""We werken ook samen met verschillende andere afdelingen.""
";j2
 Met een collega uit de Germaanse taalkunde, Anke Gilleir, bijvoorbeeld, hebben we een studie uitgevoerd over een eeuw satire en cabaret in Duitsland.;j2
"Verder zijn er concrete plannen om onderzoek te doen met experimentele psychologen over de denkprocessen die mensen gebruiken om humor te verwerken en te beoordelen.
";j2
 Om zo'n vorm van interdisciplinaire samenwerking te formaliseren, heb ik samen met mijn collega Johan Verberckmoes het Centrum voor Humorstudies opgericht.;j2
"""Dit is nu in het beginfase.""
";j2
" ""De bedoeling is om een forum te cre?∏ren voor alle onderzoekers - ook buiten de Geesteswetenschappen - die op een of andere manier met humor werken.";j2
"De discussie over de Deense tekeningen heeft aangetoond dat een diepgaande reflectie op humor geen luxe is.
";j2
 De leden van de centr;j2
"Dit kan vari?∏ren van co-publicaties tot het organiseren van studiedagen en conferenties.
";j2
 Leuven is zeker in de race om de 2010-conferentie van de International Society for Humour Studies te organiseren - een instituut in ons vakgebied.;j2
 En als Leuven uiteindelijk toch die conferentie krijgt, dan kun je binnen enkele jaren beslissen of de humorspecialisten ook Comicsockentr?ùger zijn.;j2
"Caroline Nijs (42), social-cultural werknemer bij Pangaea
";j2
 Champagne bij 5:30 's ochtends;j2
"#Wat is uw naam?
";j2
"""Ik weet het niet meer.""
";j2
"Ik heb mijn ouders gebeld, maar zij konden me ook niet vertellen.
";j2
 Ik kan inderdaad herinneren dat ik, als tiener, besloot om een jaar vrijwilligerswerk in een ontwikkelingsland te doen voordat ik een carri??re ging aan.;j2
" ""Dat kwam niks terecht, maar mijn huidige functie is inderdaad gesubsidieerd door middel van ontwikkelingssamenwerking (lacht).""";j2
"#Wat is uw naam?
";j2
"""Ik denk dat passie heel belangrijk is.""
";j2
 Ik haat het vertrek, het wegduiken van verantwoordelijkheid, die kantoren waar telefoonoperatoren jouw oproepen alleen doorverwijzen of naar een wilde eend op zoek sturen.;j2
 Ik probeer altijd om de vragen die ik krijgt te beantwoorden, of ten minste om de juiste persoon te verwijzen in het juiste geval.;j2
"
";j2
"#Wat is uw naam?
";j2
"""De geboorte van mijn kinderen""
";j2
 Champagne heeft me nooit zo goed smaak gegeven als kort na de geboorte van mijn eerste kind, Elise, om 5:30 uur;j2
"Toen ik mijn zoon Mattias kreeg, spraken iedereen - de verpleegkundigen, de verloskundige, de gynaecoloog - over zijn gewicht.
";j2
"Bij zijn geboorte woog hij vijf kilogram!
";j2
"
";j2
"#Wat is uw naam?
";j2
"""De overstap van studentenadministratie - mijn voormalige baan - naar Pangaea.""
";j2
"Ik werd erg veranderd als persoon door te werken hier.
";j2
"Contact met andere culturen maakt je zelf vragen stellen over je eigen normen en waarden.
";j2
 Toen ik hier net begon, had ik bijvoorbeeld weinig begrip voor Afrikaanse vrouwen die hun kinderen achter waren gelaten om te gaan studeren in Leuven.;j2
"Nu begrijpen ik de situatie waarbinnen ze die keuze hebben gemaakt, precies in het belang van deze kinderen.""
";j2
"#Wat is uw naam?
";j2
" ""Vorig jaar heb ik Swahili gestudeerd en ik zou graag nog een andere vreemde taal willen leren, bijvoorbeeld Arabisch.";j2
"""Naast dat zou ik ook graag meer tijd met mijn familie en vrienden willen doorbrengen.""
";j2
"#Wat is uw naam?
";j2
"""Humor is heel belangrijk: een lach is gezond - dat is wetenschappelijk bewezen.""
";j2
"Soms helpt humor bij het oplossen van conflicten: mensen die niet goed tegen kritiek kunnen zijn, zijn meer open voor een opmerking als je die formuleert als een grapje.""
";j2
"#Wat is uw naam?
";j2
" ""Een Afrikaanse student heeft mij ooit een andere Afrikaanse student ge??ntroduceerd met de woorden: 'Dit is Caroline Nijs'.";j2
"
";j2
"
";j2
"#Wat is uw naam?
";j2
 Ik betreur niks;j2
"Als ik alles opnieuw kon doen, zou ik een paar verschillende keuzes kunnen maken, maar ik ben blij dat ik uiteindelijk bij Pangaea terecht kom.
";j2
"""Er is ooit geen dag geweest waarop ik wakker kwam met het idee: oh nee, ik moet naar werk.""
";j2
"Internationale studenten geven K.U.Leuven een goede evaluatie
";j2
"Een meer dan bemoedigend barometer
";j2
"""Is iedereen blij?!""
";j2
"Met deze drie woorden heeft een rockster genoeg om een publieke tevredenheidspeiling te organiseren.
";j2
 Een universiteit die de tevredenheid van haar internationale studenten wil onderzoeken, zou dit wat dieper moeten aanpakken.;j2
"Met een International Student Barometer, bijvoorbeeld.
";j2
" ""We wilden weten hoe de internationale studenten onze universiteit waarderen,"" zegt professor Mart Buekers, internationaliseringsco??rdinator.";j2
 En voor een uitgebreide waaier aan elementen: van het kwaliteitsniveau van de cursussen tot de levenskwaliteit van de stad.;j2
"Alle aspecten zijn terug te vinden in het International Student Barometer, een instrument van I-Graduate, een onderzoeksdienst voor hoger onderwijs.
";j2
 Het grote voordeel van de ISB is dat je een referentiepunt krijgt: in elke geval staan onze resultaten naast de resultaten van 91 andere onderwijsinstellingen die de barometer meedoen.;j2
"
";j2
"De gehele internationale studentenpopulatie - onderzoeks- en universitaire studenten - ontving een uitnodiging per post om deel te nemen aan de studie.
";j2
"Met 1749 respondenten - meer dan 60% - heeft Leuven een van de hoogste responsscores behaald.
";j2
"
";j2
"Het eerste deel van de barometer meet de hoe en waarom van de keuze van het bestemmingsgebied.
";j2
"Voor 80% van de respondenten was K.U.Leuven de eerste keuze.
";j2
"
";j2
 Studenten stellen vaak een voorkeurlijst samen, en traditioneel staan ze nog altijd een Amerikaans of Britse universiteit bovenaan.;j2
 Maar de momentum van Europa gaat duidelijk in de richting van een opmars.;j2
 Voor ons is locatie dus zeker een troefkaart: Belgi?∏ is de politieke hart van Europa en een ideale basis om Europa te verkennen.;j2
 Toch koos 85% van de respondenten naar de instelling, en slechts 15% naar het land.;j2
"
";j2
"Dit wordt ook duidelijk uit een andere vraag in het barometer: wat waren de criteria voor de studenten om te kiezen?
";j2
"Onderzoek en onderwijs, samen met instituutsreputatie, vormen de top drie van de kwaliteit.
";j2
"Werk en vrienden in het gastheer land zijn minder belangrijk.
";j2
"De barometer vroeg ook naar de studenten die of wat hen bijdroeg bij het bepalen van hun keuze voor een onderwijsinstelling.
";j2
"Agents, advertenties en ouders speelden een relatief klein rol.
";j2
"De belangrijkste adviseurs zijn vrienden, alumni en de website van de universiteit.
";j2
"
";j2
"""Vanaf de Engelse homepage, bijvoorbeeld, kan je met ?ˆ?ˆn klik toegang krijgen tot het volledige aanbod van onze Engelstalige masterprogramma's, en via de doctoral schools worden vacatures voor doctoraalstudenten in een overzicht weergegeven.""
";j2
"
";j2
"Dat is ook niet verwonderlijk: je verwacht betrouwbare informatie van vrienden, terwijl brochures vaak lofzangen gezongen worden over de universiteit.
";j2
"Kan je gebruikmaken van dat?
";j2
 Alleen indirect, vind ik, door mensen te bieden wat ze recht op hebben: een goede opleiding in een goede sociale omgeving.;j2
"Als je een heerlijke maaltijd hebt in een knusse restaurant, dan ga je de uitspraak verspreiden.
";j2
"
";j2
 En dat gaat zeker goed, of zo lijkt het uit een ander resultaat van de barometer: 89% van de respondenten zou aanbevelen aan anderen om te studeren aan K.U.Leuven.;j2
"
";j2
"De tevredenheid over het snelheidsniveau bij het verwerken van registratieaanvragen ligt boven het referentiepunt bijna bij elke groep.
";j2
"
";j2
"Dat heeft te maken met de waardering van een diploma: voor deze groep moet wij visums en diploma's controleren.
";j2
" ""Helaas moet dit sneller geregeld worden voor de visum, maar hier zijn we ge??ntegreerd in een groter kader en moeten we samen met de overheid een oplossing zoeken.""";j2
